Hospital_Name,Hospital_Type,Hospital_Category,State,District,Pincode,Specialties,Facilities,Address_Original_First_Line,Telephone
Himalaya Multi Speciality Hospital,Private,0,Andhra Pradesh,Y.S.R.,516004,0,0,"D.No 1- 81/1, Teja Enclave, R.S.Road, Yerra Mukkapalli","08562  256100,256256"
Usha Rani Nursing Home,Clinic,0,Andhra Pradesh,Y.S.R.,516004,0,0,"1/706 - 3, Dwarakanagar",08562  245098
Vishnu Nursing Home,Clinic,0,Andhra Pradesh,Y.S.R.,516101,0,0,10/596 M. G. Road Rly. Kodur,0
Sree Durgaa Nursing Home,Clinic,0,Andhra Pradesh,Y.S.R.,516115,0,0,Nagulamanu Street Rajampet Rajampet,08565    241024
Sri Sai Nursing Home,Clinic,0,Andhra Pradesh,Y.S.R.,516115,0,0,"6/133, R S Road Rajampet Rajampet","08565    250636, 250470"
Our Lady Of Fatima Hospital,Private,0,Andhra Pradesh,Y.S.R.,516193,0,0,Porumamilla,285244
Madhavi Nursing Home,Clinic,0,Andhra Pradesh,Y.S.R.,516269,0,0,"Harinatha Street, Rayachoty",256466
Raviteja Nursing Home,Clinic,0,Andhra Pradesh,Y.S.R.,516269,0,0,Rayachoti,251310
Abhilash Netra Vidyasala,Private,0,Andhra Pradesh,Y.S.R.,516360,0,0,"3/1350, Gandhi Road Opp: Iswarya Complex Proddatur",08564    254157
B. G. R. Hospital,Private,0,Andhra Pradesh,Y.S.R.,516360,0,0,"Gandhi Road, Proddatur (P.O.)",243717
Bhavya Nursing Home,Clinic,0,Andhra Pradesh,Y.S.R.,516360,0,0,"Near Gabdhi Statue, Gandhi Road, Proddatur",245533
Cnr Nursing Home,Clinic,0,Andhra Pradesh,Y.S.R.,516360,0,0,Gandhi Road Proddutur Proddatur 516360  Kadapa,08564    251559
Dr. S. V. R. Hospital,Private,0,Andhra Pradesh,Y.S.R.,516360,0,0,"3/1471, Opposite Super Bazar Road, Gandhi Road",243377
Jaya Vishnu Nursing Home,Clinic,0,Andhra Pradesh,Y.S.R.,516360,0,0,"5/1888, Geetha Ashramam Road",0
Kalyana Chakravarthy Hospitals - Proddatur,Private,0,Andhra Pradesh,Y.S.R.,516360,0,0,"3 / 1467 , Holmespet , Proddatur",0
Kathya Nursing Home,Clinic,0,Andhra Pradesh,Y.S.R.,516360,0,0,"8/399, Swayam Sevak Road, Proddatur",251336
Lakshmi Kishore Hospital,Private,0,Andhra Pradesh,Y.S.R.,516360,0,0,"No. 5/1895, Gandhi Road,Geetha Ashram Street",08564 251904
Latha Mutispeciality Hospital - Proddatur,Private,0,Andhra Pradesh,Y.S.R.,516360,0,0,"3 - 146 Holmespeta, Proddatur rict",251874
Orthopaedic And Maternity Hospital,Private,0,Andhra Pradesh,Y.S.R.,516360,0,0,"Dr.Ramalinga Reddy Hospital Campus, Holmeset, Proddatur",0
Prasad Nursing Home,Clinic,0,Andhra Pradesh,Y.S.R.,516360,0,0,Sreeramulapeta,08564  251030 / 252040
Shree Veja Nursing Home,Clinic,0,Andhra Pradesh,Y.S.R.,516360,0,0,"8/700, OppositePosina Compound, Gandhi Road,Proddatur",08564  258074
Siva Nursing Home,Clinic,0,Andhra Pradesh,Y.S.R.,516360,0,0,"4/626,Gandhi Road,Proddatur",51075
Sree Veja Nursing Home,Clinic,0,Andhra Pradesh,Y.S.R.,516360,0,0,"8/699, Gandhi Road",08564 258074
Sri Sai Hospitals,Private,0,Andhra Pradesh,Y.S.R.,516360,0,0,"3/1396, Homes Pet, Proddatur, Near Gandhi Statue,Proddatru Municipality",08564  250480
Sri Swarna Hospital,Private,0,Andhra Pradesh,Y.S.R.,516360,0,0,"3/1470, Opposite Care Diagnostics Centre, Gandhi Road, Proddatur (P.O.)",250747
Swarup Eye Hospital and Laser Center,Private,0,Andhra Pradesh,Y.S.R.,516360,0,0,T. B. Road,0
Vaatsalya Hospital,Private,0,Andhra Pradesh,Y.S.R.,516360,0,0,Nagadastagiri Healthcare Comples 3/1467 Holmespet Proddatur,08564    251650
Vijaya Eye Hospital,Private,0,Andhra Pradesh,Y.S.R.,516360,0,0,"Dr S Vijaya M S, Vijaya Eye Hospital, 4/624, Gandhi Road, Proddatur",0
Dinesh Medical Centre,Private,0,Andhra Pradesh,Y.S.R.,516390,0,0,"Balarapuram, Pulivendula",08568    286189
Nikhil Nursing Home,Clinic,0,Andhra Pradesh,Y.S.R.,516434,0,0,Holmespet Proddatur,0
Sree Tati Reddy Ramalinga Reddy Nursing Home,Clinic,0,Andhra Pradesh,Y.S.R.,516434,0,0,"17-48, Kapu Street, Jammalamadugu",0
Sri Thati Reddy Ramalinga Reddy Nursing Home,Clinic,0,Andhra Pradesh,Y.S.R.,516434,0,0,"17/48, Kapu Street Jammalamadugu",08560    270551
Venkata Sai Baradwaja Hospital,Private,0,Andhra Pradesh,Y.S.R.,516434,0,0,"M D O Office Road, Jammalamadugu",0
7 Star Superspeciality Hospital,Private,0,Andhra Pradesh,East Godavari,533001,0,0,"20-1-61, Opposite L. I. C. Building, Main Road",0
Apollo Samudra Hospitals,Private,0,Andhra Pradesh,East Godavari,533001,0,0,"13-1-3, Main Road, Kakinada",2345700 / 2345800
Bharani Hospital,Private,0,Andhra Pradesh,East Godavari,533001,0,0,Kakinada,0884  2373223
Care Emergency Hospital,Private,0,Andhra Pradesh,East Godavari,533001,0,0,"Near Ii Town Police Station,Main Road.",0
Christian Cancer Center,Private,0,Andhra Pradesh,East Godavari,533001,0,0,Kakinada,0
D V Raju Eye Hospital,Private,0,Andhra Pradesh,East Godavari,533001,0,0,P.R.College Road,0
Haritha Hospitals,Private,0,Andhra Pradesh,East Godavari,533001,0,0,"P R College Road, Opp Govt Hospitals P R College Road Kakinada",0884    2379292
Kakinada Nursing Home,Clinic,0,Andhra Pradesh,East Godavari,533001,0,0,Kakinada,0
Life Line Emergency Hospital,Private,0,Andhra Pradesh,East Godavari,533001,0,0,"13-1-13, Main Road, Kakinada",0
Raghava 24 Hrs Emergency Hospital,Private,0,Andhra Pradesh,East Godavari,533001,0,0,11-11-3/1 Prabhakara Street Ramaraopeta Kakinada,0884    2375325
Rajeswari Medicals,Private,0,Andhra Pradesh,East Godavari,533001,0,0,Rajeswai Medicals 50 Builiding Bhaskar Nagar Jn Kakinada-3,2375081
Ramya Hospitals,Private,0,Andhra Pradesh,East Godavari,533001,0,0,"# 9-11-130, Gandhi Nagar, Back Side Of Gandhi Statue",0
Sai Sudha Hospital,Private,0,Andhra Pradesh,East Godavari,533001,0,0,"21-1-24,Jawahar Street,Shalypet",2361155/2376634/2376635
Sapthagiri Hospitals,Private,0,Andhra Pradesh,East Godavari,533001,0,0,"Jawahar Street,Salipeta",0
Shravani Ent Hospital,Private,0,Andhra Pradesh,East Godavari,533001,0,0,"Dno:21-1-29, Jawahar St, Kakinada",0
Siddhartha Hospital,Private,0,Andhra Pradesh,East Godavari,533001,0,0,"34-1-20, Temple Street, rict East Godawari, Kakinada,",0884  2368521
Sree Bala Nursing Home Sree Bala Ent Care Centre,Clinic,0,Andhra Pradesh,East Godavari,533001,0,0,"12-2-24, Dantuvari Street,Behind Chandana Brothers",0884  2385499
Sri Gowthami Nursing Home,Clinic,0,Andhra Pradesh,East Godavari,533001,0,0,"Nageswara Rao Street,Ramrao Pet,Kakinada",0
Sri Lalitha Hospitals Institute Of Lap Surgery And Training,Private,0,Andhra Pradesh,East Godavari,533001,0,0,"Cinema Street, Opp Anandabharathi, Cinema Street Kakinada 533001  East Godavari","0884    2375091, 6455745"
Sri Srinivasa Orthopaedic Centre and Nursing Home,Clinic,0,Andhra Pradesh,East Godavari,533001,0,0,"7-3-15 Prakash St, Ramarao Peta, Kakinada",2376306
Srihitha Children Hospital,Private,0,Andhra Pradesh,East Godavari,533001,0,0,Rajahmundry,0
Vijaya Lakshmi Nursing Home,Clinic,0,Andhra Pradesh,East Godavari,533001,0,0,Kikinada,2375881
Vijaya Nursing Home,Clinic,0,Andhra Pradesh,East Godavari,533001,0,0,Jawahar Street Kakinada Kakinada 533001  East Godavari,"0884    2362770, 2368770, 2368771"
Vishwanadha Eye and Maternity Hospital,Private,0,Andhra Pradesh,East Godavari,533001,0,0,Rajahmundry,0
Bhanu Nursing Home and Eye Hospital,Clinic,0,Andhra Pradesh,East Godavari,533003,0,0,"Endowments Colony, 100 Building Centre Srinagar","0884  2368555,6698666  0"
Lifeline Emergency and Neuro Centre,Private,0,Andhra Pradesh,East Godavari,533003,0,0,"Nfcl Road, Nagamallithota Junction,",0
Mother and Child Hospital,Private,0,Andhra Pradesh,East Godavari,533003,0,0,"2-4-10 Near Suruchi Sweet Stall, Behind Padmapriva Theatre, Bhanugudi Junction, Kakinada",0
Nayana Eye Care,Clinic,0,Andhra Pradesh,East Godavari,533003,0,0,"2-10-50 Srinagar, Bhanugudi Junction Kakinada 533003  East Godavari","0884    3299000, 6599000"
Ramalingeswara Nursing Home,Clinic,0,Andhra Pradesh,East Godavari,533003,0,0,"Ganjamvari Street, Kakinada",0
Safe Emergency Hospital,Private,0,Andhra Pradesh,East Godavari,533003,0,0,"H.No.2-2-7, Usha Priya Complex Bhanugudi",0
Saipriya Maternity Hospital,Private,0,Andhra Pradesh,East Godavari,533003,0,0,"Lig No.6,100 Building Complex Road, Kakinada",2371457
Srujana Multi Speciality Hospital,Private,0,Andhra Pradesh,East Godavari,533003,0,0,"2- 27- 24/1, Gokul Street Sree Nagar Colony, East Godavari","2361669,"
Kasturi Nursing Home,Clinic,0,Andhra Pradesh,East Godavari,533004,0,0,"#11-5-9, Gopalakrishna Street,Ramaraopeta, Kakinada",0
Poly Clinic and Hospital,Clinic,0,Andhra Pradesh,East Godavari,533004,0,0,"Gandhi Nagar, Gandhi Nagar",0
Ravichandra Hospital,Private,0,Andhra Pradesh,East Godavari,533004,0,0,"11-5-10, Gopala Krishna Street, Ramaraopet,Kakinada",0884  2376549
Sanjivi Orthopaedic Hospital,Private,0,Andhra Pradesh,East Godavari,533004,0,0,#: 11-11-1 Ramaraopet Kakinada 533004  East Godavari,"0884    2361626, 2386604, 6699788"
Sri Sai Raghavendra Super Specialities Hospital,Private,0,Andhra Pradesh,East Godavari,533004,0,0,"8-5-19/1, Ontimamidi Junction, Gandhinagar, Kakinada",0
Sri Venkata Chalapathi Nursing Home,Clinic,0,Andhra Pradesh,East Godavari,533004,0,0,"10-7-39, Kopellavari Street Ramaraopet(Near Duper Bazar),Kakinada",0
Sri Venkateswara Medicare and Research Centre,Private,0,Andhra Pradesh,East Godavari,533004,0,0,"7-4-5, Seshasal Street,Ramaraopet,.",0
Sri Venugopal Hospital,Private,0,Andhra Pradesh,East Godavari,533004,0,0,Venugopal Nursing Home Kamalendera Nath Street Narasanana Nagar Kakinada,0
Sudha Urology And Andrology Hospital,Private,0,Andhra Pradesh,East Godavari,533004,0,0,"10-5-8, Nageswara Rao Street, Rama Rao Pet 2Nd Junction Kakinada 533004  East Godavari",0884    2376333
Surya Global Hospitals,Private,0,Andhra Pradesh,East Godavari,533004,0,0,"10-5-27/1, Nageswara Rao Street, Ramaraopeta Kakinada 533004  East Godavari","0884    2354900, 2354901, 2354902"
Vasan Eye Care Hospital,Clinic,0,Andhra Pradesh,East Godavari,533004,0,0,"6-1-37/Nookalamma Temple Street, Suryaraopet, Kakinada 533004  East Godavari",0884    3989000
Sarvottam Healthcare Private Limited,Private,0,Andhra Pradesh,East Godavari,533005,0,0,"3-29, Sarpavaram Junction, Kankinada-533005",0884  2382381
Srikiran Institute Of Ophthalmology,Private,0,Andhra Pradesh,East Godavari,533005,0,0,"Near Atchampeta Junction, Penumarthi Road, A.P.S.P Camp Post, Kakinada,",0884  2306301/ 300/ 121/ 333
Surya Global Multispeciality and Cancer Reesearch Center,Private,0,Andhra Pradesh,East Godavari,533005,0,0,"D. No. 1-82/A, Near Railway Crossing, Nadavpathan",2360660
Sushrutha Hospital,Private,0,Andhra Pradesh,East Godavari,533005,0,0,"4-111, Manikyanagar Rd-2, Valasapakala, Kakinada",0
Trust Hospital(A Unit Of Sarvottam Health Care),Private,0,Andhra Pradesh,East Godavari,533005,0,0,"3-29, Sarpavaram Junction Sarpavaram Junction","0884  2382381,2382382"
Sri Srinivasa Nursing Home,Clinic,0,Andhra Pradesh,East Godavari,533006,0,0,Pedapudi,0884  2312035
Abhay Nursing Home,Clinic,0,Andhra Pradesh,East Godavari,533101,0,0,"J N Road Ramalayam, Tilak Road",0883  2461640
Aravindam Ortho and Physio Centre,Clinic,0,Andhra Pradesh,East Godavari,533101,0,0,"6-18-3, Kokkondavari Street, Rajahmundry",0883    2425646
Aruna Hospital and Poly Clinic,Clinic,0,Andhra Pradesh,East Godavari,533101,0,0,"Main Road,, Innespeta",0
Bhaskara Raju Children Hospital,Private,0,Andhra Pradesh,East Godavari,533101,0,0,Prakash Nagar Rajahmundry,2467423
Life Emergency Hospital Private Limited,Private,0,Andhra Pradesh,East Godavari,533101,0,0,"36-26-10/1, Behind Kotipalli Bus Stand, Road-Cum-Railbridge Centre",0883 2421357
S A I Orthopaedics Trauma and General Hospital,Private,0,Andhra Pradesh,East Godavari,533101,0,0,"Behind Nagadevi Theatre, Gondhkavarama",0883  2470033
Siddhartha Orthopedic Hospital and Poly Clinic,Clinic,0,Andhra Pradesh,East Godavari,533101,0,0,"Lakshmi Varapupeta, Devi Chowk",0
Sri Satya Nursing Home,Clinic,0,Andhra Pradesh,East Godavari,533101,0,0,"Innespt, Rajahmundry-1",0
Sri Srinivasa Hospitals,Private,0,Andhra Pradesh,East Godavari,533101,0,0,"75-8-12, Gandhipuram-Ii",0
Sri Venkateswara Hospitals,Private,0,Andhra Pradesh,East Godavari,533101,0,0,"D.No. 10-7-38, Fort Gate,Near Adilaxmi Temple . Rangreejupeta. Rajahmundry",0
Abhaya Emergency Centre,Private,0,Andhra Pradesh,East Godavari,533103,0,0,"79-1-4/1, Jn Road Rajamundry Rajamundry 533103  East Godavari","0883    2461640, 2423208,"
Adarsh Hospital,Private,0,Andhra Pradesh,East Godavari,533103,0,0,"Do. No. 86-26-7, M. S. Narayana Street, Near R. T. C. Complex, V.I. Puram Jn.",0
Alert Emergency Hospital,Private,0,Andhra Pradesh,East Godavari,533103,0,0,"# 74-11-7, Prakash Nagar, East Godavari rict",0
Ammanna Memorial Murtys Neuro Super Speciality Ho,Private,0,Andhra Pradesh,East Godavari,533103,0,0,"D.No : 46-21-10, Danavaipeta, Rajahmundry",0
Apex Hospital - Rajamundry,Private,0,Andhra Pradesh,East Godavari,533103,0,0,"D.No:75-6-23, Prakash Nagar,, Opposite Indian Bank East Godavari,","0883    2439191, 2449191,"
Aruna Hospital and Polyclinic,Clinic,0,Andhra Pradesh,East Godavari,533103,0,0,"Main Road, Near Kottipalli Bus Stand, Rajahmundry",0
Bharadwaja Heart and Maternity Centre,Private,0,Andhra Pradesh,East Godavari,533103,0,0,"75-8-12,Gandhipuram,Rajahmundry",0
Bhavani Nursing Home,Clinic,0,Andhra Pradesh,East Godavari,533103,0,0,"Jayakrishnapuram, Rajahmundry",0
Bollineni Heart Centre Pvt Ltd,Private,0,Andhra Pradesh,East Godavari,533103,0,0,"#77-7-7/1,Seelam Nookaraju Complex,",0883  2477779
Buddudu Orthopeadic Hospital,Private,0,Andhra Pradesh,East Godavari,533103,0,0,"Debichowk, Rajahmundry",0883    2473603
Chakradhar Hospitals,Private,0,Andhra Pradesh,East Godavari,533103,0,0,"85-6-24/1, R. T. C. Complex Road, V. L. Puram Junction",0
Coastal Cardiac And Maternity Centre,Private,0,Andhra Pradesh,East Godavari,533103,0,0,Near Danavaipeta Park Besind Hdfc Bank Danavaipeta Park Rajamundry 533103  East Godavari,"0883    2441133, 2441134, 2470215"
Geetha Mullapudi Sperspeciality Dental Hospital,Clinic,0,Andhra Pradesh,East Godavari,533103,0,0,"Vt College Road, Behind Kotipalli Bus Stand, Rajahmundry",2426775
Gowthami Nursing Home,Clinic,0,Andhra Pradesh,East Godavari,533103,0,0,"75-1-12, Prakash Nagar, Rajahmundry , East Godavari",0
Harsha Hospitals,Private,0,Andhra Pradesh,East Godavari,533103,0,0,"75-1-7, Prakash Nagar Rajamundry 533103  East Godavari","0883    2469403, 2422864,"
Kamalakar Hospital,Private,0,Andhra Pradesh,East Godavari,533103,0,0,"D. No.75-7-20, Near Prakash Nagar,Round Park,",0883 2472999
Krishna Nursing Home,Clinic,0,Andhra Pradesh,East Godavari,533103,0,0,"Gandhipuram 3, Rajahmundry",2467935
Madhavi Nursing Home,Clinic,0,Andhra Pradesh,East Godavari,533103,0,0,"# 86-8-6Tilak Road,,.",0883  2461666
Neela Jear Hospital,Private,0,Andhra Pradesh,East Godavari,533103,0,0,Bypass Road Thadithota Thadithota Rajamundry 533103  East Godavari,"0883    2469478, 2449673, 9700009108"
Nest Hospital,Private,0,Andhra Pradesh,East Godavari,533103,0,0,"# 46-12-12,Opp Sagar Hospital, Danavaipet, Rajahmundry,",0883  2433833
Netra Eye Care,Clinic,0,Andhra Pradesh,East Godavari,533103,0,0,"# 76-5-4, Opposite Aakar Consulting Eng. Ganugala Veedhi, Rajahmundry",0883 2464882
Paramahansa Yogananda Netralaya,Clinic,0,Andhra Pradesh,East Godavari,533103,0,0,"Vemagiri, Kadiyam Road, East Godavari,",0
Pragati Super Speciality Hospital,Private,0,Andhra Pradesh,East Godavari,533103,0,0,"#75-6-18,Prakash Nagar Main Road,Near Prakash Nagar Round Park.",0883  2440397/2437676
Prasanthi Nursing Home,Clinic,0,Andhra Pradesh,East Godavari,533103,0,0,"Syamala Nagar, Rajahmundry",2469301
Raja Neuro And Multi Speciality Hospital Pvt Ltd,Private,0,Andhra Pradesh,East Godavari,533103,0,0,"76-4-7, Gandhipuram - 2",0
Rajahmundry Orthopedic Hospital,Private,0,Andhra Pradesh,East Godavari,533103,0,0,"75-1-18, Prakash Nagar",2468110
Ratna Orthopaedic Center,Private,0,Andhra Pradesh,East Godavari,533103,0,0,"Danavai Peta, Rajahmundry","0833  2445195,5569585"
Sanjana Orthopaedic Hospital,Private,0,Andhra Pradesh,East Godavari,533103,0,0,"46-18-22, Opposite Idbi Bank, Danavaipeta",2431455
Soujanya Hospital,Private,0,Andhra Pradesh,East Godavari,533103,0,0,"75-6-20,Opp Indian Bank, Prakasham Nagar,E.G.",0
Sreya Medical Speciality Centre,Private,0,Andhra Pradesh,East Godavari,533103,0,0,"D.No.46-12-19, Gandhi Park Back Road,Danavaipeta,Rajahmundry,",0
Sri Aditya Hospital,Private,0,Andhra Pradesh,East Godavari,533103,0,0,"Door. No. 46-17-17, 46-17-38, Danavaipeta Near Panduranga Swami Temple",0883  2442283
Sri Mani Orthopaedic Hospital,Private,0,Andhra Pradesh,East Godavari,533103,0,0,"76/1/8/1 Ganhdi Puram, Opp Feva",0883  2468787
Sri Ramadas Hospitals,Private,0,Andhra Pradesh,East Godavari,533103,0,0,"# 78/8-7, Gandhipuram-3, Rajahmundry,",0883  2472217
"Sri Suguna Children,S Hospital",Private,0,Andhra Pradesh,East Godavari,533103,0,0,"Danavaipet, Rajahmundry",2446957
Supraja Hospitals,Clinic,0,Andhra Pradesh,East Godavari,533103,0,0,"Opp: Manasa Hospital,Prakash Nagar,.",0
Surya Hospital,Private,0,Andhra Pradesh,East Godavari,533103,0,0,Near Round Park Praksh Nagar Rajamundry 533103  East Godavari,"0883    2468222, 2468224"
Swetha Hospitals - Rajahmundry,Private,0,Andhra Pradesh,East Godavari,533103,0,0,"Danavai Peta, D. N. -46-18-8/2 , East Godavari,",2465533
V.B. Chest Institute,Private,0,Andhra Pradesh,East Godavari,533103,0,0,"Tilak Road, Rajahmundry",0
Vasan Eye Care Hospital,Clinic,0,Andhra Pradesh,East Godavari,533103,0,0,"No 76-6-17/11 And 13, Av Apparao Road, Opp Priyanka Garden, Gandhipuram 2, Rajamundry 533103  East Godavari",0883    3989000
Vijaya Hospital,Private,0,Andhra Pradesh,East Godavari,533103,0,0,"#78-9-11/9, Behind R.T.C Complex ,Gandhipuram (:East Godavari )",0
Akira Eye Hospital,Private,0,Andhra Pradesh,East Godavari,533104,0,0,"Aryapuram, Rajahmundry,",0
Dr A V R Ananda Rao Memorial Eye Clinic,Clinic,0,Andhra Pradesh,East Godavari,533104,0,0,Opp Gokavaram Bus Stand Rajamundry,0
Dr Chainulus Hospitaland Anusha Critical Carecenter,Private,0,Andhra Pradesh,East Godavari,533104,0,0,"12-18-12, Middle Street, Near Sri Satya Narayana Swamy Temple",0
Gangina Hospitals,Private,0,Andhra Pradesh,East Godavari,533104,0,0,"12-21-2, Near Chinna Gandhi Statue, Aryapuram, Rajahmundhry",0
Kranti Nursing Home,Clinic,0,Andhra Pradesh,East Godavari,533104,0,0,"20-23-7, Aryapuram, Near Gokavaram Bus Stand Rajahmundry",0
Royal Hospital,Private,0,Andhra Pradesh,East Godavari,533104,0,0,"# 20-23-4, Behind Nagadevi Theatre, Near Gokavaram Bus Stand, Rajahmundry,",0883  2446992
Siddhartha Orthopaedic Hospital and Polyclinic,Clinic,0,Andhra Pradesh,East Godavari,533104,0,0,"Devi Chowk, Rajahmundry,",0883  2473603
Sree Latha Hospital,Private,0,Andhra Pradesh,East Godavari,533104,0,0,"# 12- 21- 4, Aryapuram, Rajahmundry",0
Sri Ram Nursing Home,Clinic,0,Andhra Pradesh,East Godavari,533104,0,0,"Gowathmi Grandhalyam St., Rajahmundry",2443301
Sri Srinivasa Orthopaedic Hospital,Private,0,Andhra Pradesh,East Godavari,533104,0,0,"At # 11-6-A, Beside Aryapuram Fire Station Near Gokavaram Bus Stand, Rajahmundry",0
Chaitanya Nursing Home,Clinic,0,Andhra Pradesh,East Godavari,533105,0,0,"Seethampeta, Rajahmundry",2476305
Goutami Eye Institute,Private,0,Andhra Pradesh,East Godavari,533105,0,0,"Plot No: 1, R V Nagar Opp: Market Yard, Korukonda Road Rajamundry Rajamundry 533105  East Godavari","0883    2443442, 2443441,"
Life Spring Hospital,Private,0,Andhra Pradesh,East Godavari,533105,0,0,"Plot No.22, D.No.59-16-1, Weavers Colony, Beside Raja Theator",0
Sai Hospitals,Private,0,Andhra Pradesh,East Godavari,533105,0,0,"D No 12-20-4/1, Near Gokavaram Bus Stand Opp: Hotel Lalitha Mahal, Aryapuram Middle Street Rajamundry 533105  East Godavari",0883    2470033
Sai Orthopaedics Trauma and General Hospital,Private,0,Andhra Pradesh,East Godavari,533105,0,0,"Behind Nagadevi Theatre,Gokavaram Bus Stand,Rajhmundri,East Godavari .",0
Swatantra Hospitals,Private,0,Andhra Pradesh,East Godavari,533105,0,0,"Near Kambala Park, Rajahmundry",2465434
Saiteja Hospital,Private,0,Andhra Pradesh,East Godavari,533106,0,0,"Near Indiragandhi Statue Jn. Lalacheruvu, Rajahmundry",440022
Adarsh Multi Speciality Hospital and Neuro Center,Private,0,Andhra Pradesh,East Godavari,533107,0,0,D No.86-26-5 V.L.Puram,"0883  2431956,2449353"
Sruthi Hospitals,Private,0,Andhra Pradesh,East Godavari,533124,0,0,"Near N.H-5,Bommur",0
Adarsha Hospital,Private,0,Andhra Pradesh,East Godavari,533201,0,0,"College Road, Amalapuram",0
Care Hospital,Private,0,Andhra Pradesh,East Godavari,533201,0,0,"K N F Road, K N F Road",0
Konaseema Institute Of Medical Sciences,Private,0,Andhra Pradesh,East Godavari,533201,0,0,Near Red Bridge Kamangaruvu Amalapuram 533201  East Godavari,"08856    237997, 237998,"
Konaseema Institute Of Medical Sciences,Private,0,Andhra Pradesh,East Godavari,533201,0,0,"Chaitanya Nagar, Amalapuram",0
Konaseva Institute Of Medical Science,Clinic,0,Andhra Pradesh,East Godavari,533201,0,0,"Nh 214, Chaintanya Nagar,",0
Rohine Mother and Child Care Hospital,Private,0,Andhra Pradesh,East Godavari,533201,0,0,Amalapuram,237955
Sai Leela Orthopaedic Hospital,Private,0,Andhra Pradesh,East Godavari,533201,0,0,"Yerranilivari Street , Amalapuram",233363
Sri Konaseema Specialities Hospital,Private,0,Andhra Pradesh,East Godavari,533201,0,0,"College Road,Amalapuram, E G Dt.",0
Sri Venkateswara Nursing Home,Clinic,0,Andhra Pradesh,East Godavari,533201,0,0,"K. Agraharam , Amalapuram",231564
V.N.Nursing Home,Clinic,0,Andhra Pradesh,East Godavari,533201,0,0,"3-2-117E, College Road, Amalapuram",231166
Janatha Hospital,Private,0,Andhra Pradesh,East Godavari,533216,0,0,"Mummidivaram , East Godawari, (A.P) -",0
Sree Sravana Nursing Home,Clinic,0,Andhra Pradesh,East Godavari,533223,0,0,Kothapeta,243244
