Code,Disease Name,Avg Price (INR),Claim Count,Fraud Rate
99645,Periprosthetc osteolysis,2474.21,38,34.21
82129,Fx low end femur NEC-cl,2453.85,13,38.46
53541,Oth spf gastrt w hmrhg,2442.88,73,32.88
9986,Persist postop fistula,2439.6,25,24.0
81342,Fx distal radius NEC-cl,2439.29,28,39.29
25062,DMII neuro uncntrld,2434.93,134,47.01
73316,Path fx tibia fibula,2430.91,22,40.91
2767,Hyperpotassemia,2430.45,358,41.9
40390,Hy kid NOS w cr kid I-IV,2429.15,130,43.85
57481,Gal&bil cal w/ac&ch w ob,2421.0,30,40.0
80706,Fracture six ribs-closed,2407.78,18,33.33
99760,Amputat stump compl NOS,2405.0,16,31.25
6823,Cellulitis of arm,2403.93,122,42.62
2851,Ac posthemorrhag anemia,2401.94,108,46.3
1889,Malig neo bladder NOS,2395.82,110,36.36
55011,Recur unil ing hern-obst,2394.87,39,38.46
7213,Lumbosacral spondylosis,2387.79,376,38.56
29690,Episodic mood disord NOS,2371.33,128,46.88
4829,Bacterial pneumonia NOS,2360.6,67,53.73
45340,Ac DVT/embl low ext NOS,2360.16,125,50.4
1578,Malig neo pancreas NEC,2349.84,62,40.32
1539,Malignant neo colon NOS,2341.91,89,42.7
80709,Fx mult ribs NOS-closed,2340.59,17,29.41
20880,Ot leu un cl wo ach rmsn,2333.64,11,63.64
20023,Burkitt's tumor abdom,2333.08,13,69.23
20286,Lymphomas NEC pelvic,2326.47,17,41.18
56981,Intestinal fistula,2319.87,77,33.77
55001,Recur unil ing hern-gang,2318.39,31,48.39
99631,Malfunc urethral cath,2315.76,33,45.45
73381,Malunion of fracture,2310.68,44,36.36
4822,H.influenzae pneumonia,2304.72,36,55.56
3079,Special symptom NEC/NOS,2304.71,17,41.18
6827,Cellulitis of foot,2303.79,132,40.15
45829,Iatrogenc hypotnsion NEC,2302.11,38,57.89
57471,Gall&bil cal w/oth w obs,2301.11,45,40.0
0092,Infectious diarrhea NOS,2288.67,15,66.67
40493,Hyp ht/kd NOS st V w hf,2272.41,58,34.48
71515,Loc prim osteoart-pelvis,2269.4,149,40.94
57440,Choledochlith/gb inf NEC,2252.86,35,51.43
1984,Sec malig neo nerve NEC,2252.38,21,42.86
49122,Obs chr bronc w ac bronc,2250.17,647,43.74
7837,Failure to thrive-adult,2248.75,56,46.43
99682,Compl liver transplant,2242.05,39,43.59
42821,Ac systolic hrt failure,2240.65,399,39.35
4370,Cerebral atherosclerosis,2238.84,43,37.21
42741,Ventricular fibrillation,2225.77,104,44.23
515,Postinflam pulm fibrosis,2222.83,350,38.57
07999,Viral infection NOS,2222.61,23,34.78
42612,Atrioven block-mobitz ii,2221.97,61,39.34
73311,Path fx humerus,2220.91,22,45.45
61889,Genital prolapse NEC,2219.52,21,52.38
5550,"Reg enteritis, sm intest",2218.68,38,52.63
4801,Resp syncyt viral pneum,2217.45,47,34.04
80702,Fracture two ribs-closed,2213.91,23,56.52
4294,Hrt dis postcardiac surg,2202.63,19,42.11
99676,Comp-genitourin dev/grft,2199.41,34,38.24
4251,Diagnosis 4251,2193.75,16,68.75
51902,Tracheostomy - mech comp,2162.94,17,41.18
11284,Candidal esophagitis,2161.29,31,48.39
53550,Gstr/ddnts NOS w/o hmrhg,2152.12,80,35.0
1509,Mal neo esophagus NOS,2149.17,36,36.11
25002,DMII wo cmp uncntrld,2147.03,182,37.36
44020,Athscl extrm ntv art NOS,2145.69,160,38.75
2761,Hyposmolality,2140.15,404,41.09
4588,Hypotension NEC,2138.96,48,54.17
81240,Fx lower humerus NOS-cl,2138.18,11,45.45
56985,Angio intes w hmrhg,2124.04,99,40.4
29630,Recurr depr psychos-unsp,2116.47,150,43.33
82322,Fx shaft fib w tib-clos,2104.17,12,66.67
2370,Unc behav neo pituitary,2102.57,35,40.0
55320,Ventral hernia NOS,2098.51,47,31.91
6084,Male gen inflam dis NEC,2092.73,22,45.45
1124,Candidiasis of lung,2091.75,40,35.0
73397,Stress fx shaft femur,2090.0,13,38.46
95901,Head injury NOS,2089.74,39,48.72
41061,"True post infarct, init",2089.23,13,46.15
45981,Venous insufficiency NOS,2085.21,94,39.36
2352,Unc behav neo intestine,2085.1,51,33.33
4329,Intracranial hemorr NOS,2083.49,86,50.0
5571,Chr vasc insuff intest,2079.25,159,38.36
57512,Acte & chr cholecystitis,2079.12,34,44.12
05319,H zoster nerv syst NEC,2077.33,15,53.33
1809,Mal neo cervix uteri NOS,2065.0,14,50.0
30301,Ac alcohol intox-contin,2056.21,29,41.38
56960,Colstomy/enter comp NOS,2045.6,25,44.0
42781,Sinoatrial node dysfunct,2037.87,1677,40.37
1961,Mal neo lymph-intrathor,2037.14,28,46.43
5921,Calculus of ureter,2028.62,239,41.42
2381,Unc behav neo soft tissu,2027.65,34,41.18
99989,Transfusion reaction NEC,2026.09,23,26.09
78791,Diarrhea,2018.54,164,40.24
2875,Thrombocytopenia NOS,2018.24,91,40.66
8056,Fx sacrum/coccyx-closed,2015.85,41,58.54
5589,Noninf gastroenterit NEC,1988.43,453,43.27
42822,Chr systolic hrt failure,1986.0,350,39.71
29644,Bipol I manic-sev w psy,1983.42,152,40.79
7991,Respiratory arrest,1979.47,19,47.37
48239,Pneumonia oth strep,1975.13,39,33.33
6820,Cellulitis of face,1973.37,89,55.06
71695,Arthropathy NOS-pelvis,1970.21,48,31.25
99591,Sepsis,1969.05,21,42.86
25541,Glucocorticoid deficient,1965.56,27,44.44
3441,Paraplegia NOS,1960.0,10,40.0
2781,Localized adiposity,1959.29,28,46.43
44032,Ath ext nonautlg bps gft,1958.62,29,34.48
6144,Chronic parametritis,1957.14,14,42.86
0031,Salmonella septicemia,1950.62,16,62.5
1965,Mal neo lymph-inguin/leg,1945.91,22,45.45
9920,Heat stroke & sunstroke,1945.71,14,64.29
4148,Chr ischemic hrt dis NEC,1944.08,446,39.69
7358,Acq deformity of toe NEC,1940.0,24,33.33
1538,Malignant neo colon NEC,1938.92,74,32.43
05379,H zoster complicated NEC,1937.0,10,30.0
7271,Bunion,1936.67,15,46.67
99675,Comp-nerv sys dev/graft,1936.67,27,44.44
73395,Stress fracture bone NEC,1932.22,18,33.33
3558,Mononeuritis leg NOS,1931.22,41,41.46
3570,Ac infect polyneuritis,1926.55,55,30.91
82320,Fx shaft tibia-closed,1922.86,21,47.62
734,Flat foot,1920.4,25,24.0
3383,Neoplasm related pain,1914.37,71,43.66
33182,Dementia w Lewy bodies,1906.13,106,49.06
42830,Diastolc hrt failure NOS,1905.28,407,39.07
4558,Hemrrhoid NOS w comp NEC,1896.11,36,30.56
80842,Fracture ischium-closed,1892.78,18,61.11
42731,Atrial fibrillation,1891.8,2619,43.91
49392,Asthma NOS w (ac) exac,1890.54,204,42.65
4168,Chr pulmon heart dis NEC,1890.41,98,46.94
58881,Sec hyperparathyrd-renal,1889.8,408,40.44
8921,Open wound foot-compl,1875.0,34,35.29
1490,Mal neo pharynx NOS,1871.88,16,56.25
1177,Zygomycosis,1870.0,16,56.25
99694,Compl reattached arm NEC,1860.69,29,27.59
8240,Fx medial malleolus-clos,1855.0,22,36.36
82312,Fx up tibia w fibula-opn,1848.89,18,38.89
2639,Protein-cal malnutr NOS,1846.92,65,44.62
99656,Comp-periton dialys cath,1846.0,35,40.0
70705,"Pressure ulcer, buttock",1837.69,134,32.09
81241,Suprcondyl fx humerus-cl,1836.84,19,26.32
5756,Gb cholesterolosis,1834.4,25,12.0
5771,Chronic pancreatitis,1828.52,108,35.19
193,Malign neopl thyroid,1824.76,63,46.03
72610,Rotator cuff synd NOS,1824.39,98,38.78
2123,Benign neo bronchus/lung,1823.18,22,27.27
53200,Ac duodenal ulcer w hem,1821.6,50,38.0
5968,Diagnosis 5968,1816.0,30,43.33
1987,Second malig neo adrenal,1808.57,14,35.71
40403,Mal hyp ht/kd stg V w hf,1805.17,60,46.67
6181,Uterine prolapse,1802.92,24,33.33
V5411,Aftrcare traum fx up arm,1798.67,15,46.67
33818,Acute postop pain NEC,1798.22,45,44.44
20080,Oth varn unsp xtrndl org,1797.0,10,40.0
1830,Malign neopl ovary,1783.59,298,40.94
1716,Mal neo soft tis pelvis,1783.33,12,41.67
69581,Ritter's disease,1782.86,14,28.57
3453,Grand mal status,1780.45,89,48.31
7354,Other hammer toe,1773.33,21,47.62
3501,Trigeminal neuralgia,1771.22,41,51.22
6183,Uterovag prolaps-complet,1758.93,28,57.14
5368,Stomach function dis NEC,1752.0,35,42.86
4871,Flu w resp manifest NEC,1748.33,36,41.67
79092,Abnrml coagultion prfile,1743.21,56,44.64
82301,Fx upper end fibula-clos,1741.67,12,50.0
20285,Lymphomas NEC inguin,1741.05,19,21.05
80508,Fx mult cervical vert-cl,1738.5,20,35.0
3484,Compression of brain,1736.96,23,56.52
1629,Mal neo bronch/lung NOS,1734.25,414,37.2
2753,Dis phosphorus metabol,1722.58,31,45.16
73676,Calcaneus deformity NEC,1721.43,21,38.1
7336,Tietze's disease,1719.61,51,52.94
99654,Breast prosth malfunc,1709.05,21,57.14
41403,Crn ath nonatlg blg grft,1706.67,27,37.04
43820,Late ef-hemplga side NOS,1704.81,52,38.46
73396,Stress fx femoral neck,1703.67,30,33.33
82330,Fx tibia shaft-open,1703.08,13,30.77
29632,Recurr depr psychos-mod,1702.12,118,44.07
61881,Incomptnce pubocerv tiss,1696.36,11,63.64
27905,Immunodefic w hyper-igm,1686.88,16,25.0
20026,Burkitt's tumor pelvic,1686.0,10,40.0
55090,Unilat inguinal hernia,1682.6,50,52.0
4439,Periph vascular dis NOS,1666.74,233,32.19
5754,Perforation gallbladder,1659.71,34,29.41
3488,Diagnosis 3488,1659.47,38,34.21
79902,Hypoxemia,1652.89,45,37.78
20200,Ndlr lym unsp xtrndl org,1651.11,18,33.33
70704,"Pressure ulcer, hip",1650.95,116,41.38
60883,Male gen vascul dis NEC,1649.58,24,29.17
99651,Corneal grft malfunction,1648.89,18,38.89
5779,Pancreatic disease NOS,1639.84,63,34.92
2512,Hypoglycemia NOS,1639.0,30,46.67
3968,Mitr/aortic mult involv,1638.6,86,38.37
4471,Stricture of artery,1637.0,50,44.0
6186,Vaginal enterocele,1628.1,21,52.38
7210,Cervical spondylosis,1627.78,297,32.66
48240,Staphylococcal pneu NOS,1626.11,36,47.22
29660,Bipol I currnt mixed NOS,1625.78,109,40.37
27739,Amyloidosis NEC,1617.31,26,30.77
59982,Intrinsc sphnctr dficncy,1613.48,23,39.13
1719,Mal neo soft tissue NOS,1602.67,15,26.67
41040,"AMI inferior wall,unspec",1602.0,15,33.33
V562,Fit/adj perit dial cath,1598.94,1042,38.87
81202,Fx anatom nck humerus-cl,1598.18,11,45.45
5856,End stage renal disease,1596.15,1033,36.5
25040,DMII renl nt st uncntrld,1595.97,154,46.75
99702,Iatrogen CV infarc/hmrhg,1594.55,11,63.64
29654,Bipol I currnt dep w psy,1592.54,130,40.77
3510,Bell's palsy,1587.18,39,33.33
1882,Mal neo bladder-lateral,1586.82,88,43.18
5650,Anal fissure,1586.4,25,32.0
42971,Acq cardiac septl defect,1584.25,40,42.5
4592,Compression of vein,1578.7,54,50.0
78009,Other alter consciousnes,1574.95,105,39.05
7224,Cervical disc degen,1568.46,293,37.2
20301,Mult myelm w remission,1565.0,116,46.55
3542,Ulnar nerve lesion,1563.94,33,39.39
36256,Macular puckering,1561.43,14,21.43
2749,Gout NOS,1558.87,53,41.51
1800,Malig neo endocervix,1557.89,19,47.37
1501,Mal neo thoracic esophag,1557.08,24,50.0
20310,Pls cl leu w/o achv rmsn,1556.15,13,53.85
51189,Effusion NEC exc tb,1554.3,79,35.44
25013,DMI ketoacd uncontrold,1552.75,138,44.2
1884,Mal neo bladder-post,1552.12,80,45.0
44389,Periph vascular dis NEC,1549.8,49,53.06
53082,Esophageal hemorrhage,1547.66,47,48.94
27911,Digeorge's syndrome,1544.67,15,33.33
4401,Renal artery atheroscler,1540.94,160,30.63
83920,Dislocat lumbar vert-cl,1540.0,10,60.0
56409,Constipation NEC,1539.63,82,36.59
2150,Ben neo soft tissue head,1538.33,24,29.17
56961,Colosty/enterost infectn,1529.12,34,32.35
V568,"Dialysis encounter, NEC",1528.81,935,35.61
8088,Pelvic fracture NOS-clos,1528.57,21,38.1
9352,Foreign body in stomach,1525.56,18,33.33
2271,Benign neo parathyroid,1523.67,30,36.67
3480,Cerebral cysts,1518.44,32,59.38
2911,Alcohol amnestic disordr,1517.06,17,41.18
V580,Radiotherapy encounter,1516.97,446,37.44
9980,Diagnosis 9980,1513.89,18,38.89
V560,Renal dialysis encounter,1512.03,962,35.97
71696,Arthropathy NOS-l/leg,1509.56,45,40.0
5566,Univrsl ulcertve colitis,1507.07,41,29.27
73312,Path fx dstl radius ulna,1506.36,22,45.45
2794,Diagnosis 2794,1505.0,12,41.67
99686,Compl pancreas transplnt,1504.62,26,50.0
6824,Cellulitis of hand,1504.44,90,33.33
4411,Ruptur thoracic aneurysm,1496.18,34,44.12
5300,Achalasia & cardiospasm,1494.17,103,45.63
99652,Oth tissue graft malfunc,1491.61,31,38.71
V561,Ft/adj xtrcorp dial cath,1490.35,958,36.95
56213,Dvrtcli colon w hmrhg,1489.14,162,46.3
81103,"Fx scap, glen cav/nck-cl",1487.27,11,27.27
73671,Acq equinovarus,1480.87,23,34.78
V672,Chemotherapy follow-up,1477.53,417,39.09
8901,Open wnd hip/thigh-compl,1477.2,25,44.0
80700,Fracture rib NOS-closed,1475.65,23,30.43
V4512,Noncmplnt w renal dialys,1474.71,936,35.79
V5812,Immunotherapy encounter,1473.8,447,40.04
72886,Necrotizing fasciitis,1472.79,86,47.67
43822,Late ef-hemiplga non-dom,1468.57,42,33.33
29564,Schizoph resid-chro/exac,1467.62,42,35.71
2971,Delusional disorder,1464.42,52,38.46
61804,Rectocele,1461.79,28,50.0
V5632,Peritoneal dialysis test,1461.77,990,36.57
8951,Amputation toe-complicat,1460.5,20,45.0
4100,Diagnosis 4100,1460.0,10,40.0
29572,Schizoaffective dis-chr,1458.42,57,50.88
41511,Iatrogen pulm emb/infarc,1457.83,23,43.48
41010,"AMI anterior wall,unspec",1456.25,16,12.5
41400,Cor ath unsp vsl ntv/gft,1456.11,655,41.07
V5631,Hemodialysis testing,1456.04,930,38.17
4590,Hemorrhage NOS,1455.49,51,35.29
20044,Mantle cell lymph axilla,1455.0,14,42.86
V552,Atten to ileostomy,1453.15,73,47.95
7104,Polymyositis,1450.7,71,45.07
5855,Chron kidney dis stage V,1445.82,960,33.65
73679,Acq ankle-foot def NEC,1443.6,25,36.0
8247,Fx trimalleolar-open,1443.33,15,33.33
53540,Oth spf gstrt w/o hmrhg,1440.96,73,41.1
81303,Monteggia's fx-closed,1440.83,12,25.0
2390,Digestive neoplasm NOS,1436.78,59,40.68
55301,Recur unil femoral hern,1436.33,30,26.67
29664,Bipol I cur mixed w psy,1436.24,101,38.61
5518,"Hernia, site NEC w gangr",1435.19,27,33.33
83901,Disloc 1st cerv vert-cl,1432.73,11,36.36
V5401,Removal int fixation dev,1431.88,16,43.75
42291,Idiopathic myocarditis,1429.38,16,31.25
5854,Chr kidney dis stage IV,1429.14,1040,36.15
30390,Alcoh dep NEC/NOS-unspec,1428.25,40,50.0
7925,Cloudy dialysis effluent,1426.35,965,39.27
V4511,Renal dialysis status,1423.37,905,34.36
8711,Ocular lacera w prolapse,1422.14,14,50.0
7840,Headache,1416.93,101,43.56
99830,Wound disruption NOS,1413.75,24,41.67
82392,Fx tibia w fib NOS-open,1412.14,14,35.71
99791,Surg comp - hypertension,1409.41,17,17.65
7359,Acq deformity of toe NOS,1409.05,21,19.05
1714,Mal neo soft tis thorax,1406.43,14,28.57
99689,Comp oth organ transplnt,1405.65,23,21.74
42654,Trifascicular block,1405.07,73,31.51
7812,Abnormality of gait,1404.12,131,41.98
V420,Kidney transplant status,1404.07,1000,39.7
5859,Chronic kidney dis NOS,1403.31,1038,36.99
8250,Fracture calcaneus-close,1399.41,17,29.41
1963,Mal neo lymph-axilla/arm,1399.31,29,55.17
29640,Bipol I currnt manic NOS,1399.24,118,36.44
1969,Mal neo lymph node NOS,1396.67,18,27.78
V5409,Aftrcre int fixation dev,1396.47,17,35.29
34591,Epilepsy NOS w intr epil,1395.54,65,46.15
5562,Ulcerative proctitis,1390.0,26,50.0
2251,Benign neo cranial nerve,1388.33,24,45.83
3099,Adjustment reaction NOS,1383.33,15,60.0
25022,DMII hprosmlr uncontrold,1381.6,119,45.38
99693,Compl reattached finger,1380.77,26,34.62
5920,Calculus of kidney,1378.78,221,46.15
4010,Malignant hypertension,1376.1,77,45.45
1881,Mal neo bladder-dome,1375.0,74,22.97
40300,Mal hy kid w cr kid I-IV,1371.64,61,47.54
33829,Chronic pain NEC,1371.19,59,33.9
4538,Diagnosis 4538,1369.14,81,37.04
7804,Dizziness and giddiness,1367.27,216,47.69
6209,Noninfl dis ova/adnx NOS,1366.0,10,50.0
51882,Other pulmonary insuff,1364.76,21,47.62
27549,Dis calcium metablsm NEC,1364.0,30,30.0
72271,Cerv disc dis w myelopat,1363.95,309,41.1
20210,Mycs fng unsp xtrndl org,1362.22,18,22.22
53531,Alchl gstritis w hmrhg,1362.0,10,60.0
5853,Chr kidney dis stage III,1359.73,971,36.66
V662,Chemotherapy convalescen,1357.05,420,41.67
29653,Bipol I curr dep w/o psy,1356.24,117,37.61
35801,Myasthna gravs w ac exac,1350.43,47,40.43
6930,Drug dermatitis NOS,1346.09,23,69.57
V671,Radiotherapy follow-up,1345.23,428,32.01
6224,Stricture of cervix,1342.14,14,14.29
56889,Peritoneal disorder NEC,1341.28,78,42.31
40201,Mal hypert hrt dis w hf,1337.17,60,41.67
25201,Primary hyperparathyroid,1335.5,20,55.0
56400,Constipation NOS,1333.57,157,41.4
36225,"Retinoph prematr,stage 3",1332.0,10,40.0
57461,Gall&bil cal w/ac w obs,1331.82,33,39.39
53011,Reflux esophagitis,1331.06,141,39.01
49321,Ch ob asthma w stat asth,1326.51,106,28.3
23875,Myelodysplastic synd NOS,1325.33,75,40.0
2111,Benign neoplasm stomach,1322.0,25,36.0
0310,Pulmonary mycobacteria,1320.8,50,42.0
28521,Anemia in chr kidney dis,1320.53,731,37.48
1919,Malig neo brain NOS,1318.57,14,14.29
9534,Brachial plexus injury,1318.33,18,55.56
2337,Ca in situ bladder,1318.21,84,32.14
6268,Menstrual disorder NEC,1316.29,35,37.14
V661,Radiotherapy convalescen,1316.0,435,35.86
44284,Visceral aneurysm NEC,1313.59,39,20.51
2793,Immunity deficiency NOS,1313.0,10,40.0
5531,Umbilical hernia,1310.29,35,40.0
27950,Graft-versus-host NOS,1307.59,29,31.03
7352,Hallux rigidus,1305.45,22,31.82
36257,Drusen (degenerative),1305.0,10,60.0
6019,Prostatitis NOS,1302.0,20,40.0
55093,Recur bilat inguin hern,1301.43,28,42.86
40401,Mal hyp ht/kd I-IV w hf,1300.88,57,40.35
2809,Iron defic anemia NOS,1300.11,625,36.32
6961,Other psoriasis,1296.32,19,36.84
1449,Mal neo mouth floor NOS,1293.0,10,0.0
7802,Syncope and collapse,1292.05,2327,41.13
27913,Nezelof's syndrome,1290.83,12,33.33
5760,Postcholecystectomy synd,1290.53,19,36.84
55120,Gangr ventral hernia NOS,1290.29,34,32.35
1543,Malignant neo anus NOS,1289.33,45,40.0
70709,"Pressure ulcer, site NEC",1288.01,141,32.62
36211,Hypertensive retinopathy,1287.0,10,50.0
3481,Anoxic brain damage,1286.79,78,37.18
99603,Malfunc coron bypass grf,1280.8,25,44.0
1516,Mal neo stom great curv,1278.75,24,37.5
27909,Humoral immunity def NEC,1278.67,15,26.67
7933,Nonsp abn fd-bilry tract,1276.97,33,33.33
9351,Foreign body esophagus,1275.22,23,52.17
2362,Unc behav neo ovary,1272.8,50,36.0
V6549,Other specfd counseling,1271.67,12,33.33
68110,"Cellulitis, toe NOS",1270.24,82,46.34
44489,Arterial embolism NEC,1269.38,16,31.25
5769,Dis of biliary tract NOS,1265.0,26,38.46
83971,Dislocation sternum-open,1262.5,12,41.67
55003,Recur bil ing hern-gang,1258.75,32,25.0
5765,Spasm sphincter of oddi,1257.19,32,37.5
2967,Bipolor I current NOS,1255.42,107,38.32
42983,Takotsubo syndrome,1250.0,44,31.82
6259,Fem genital symptoms NOS,1248.82,17,47.06
5600,Intussusception,1245.65,23,26.09
99632,Malfunction iud,1241.6,25,32.0
20062,Anaplastic lymph thorax,1240.67,15,33.33
6164,Abscess of vulva NEC,1238.33,12,50.0
27951,Ac graft-versus-host dis,1237.27,22,36.36
2182,Subserous leiomyoma,1237.22,18,22.22
07071,Hpt C w hepatic coma NOS,1236.09,23,30.43
9597,Lower leg injury NOS,1234.55,11,27.27
42611,Atriovent block-1st degr,1226.58,79,36.71
36260,Periph retina degen NOS,1225.0,14,50.0
5519,"Hernia, site NOS w gangr",1224.76,21,28.57
2102,Ben neo major salivary,1214.62,26,65.38
8404,Sprain rotator cuff,1211.83,71,42.25
81101,"Fx scapul, acrom proc-cl",1208.46,13,30.77
20013,Lymphosarcoma abdom,1208.12,16,31.25
92411,Contusion of knee,1208.06,36,41.67
81243,"Fx humer, med condyl-cl",1205.0,14,42.86
4809,Viral pneumonia NOS,1204.34,53,47.17
1991,Malignant neoplasm NOS,1202.75,40,40.0
36243,Hem detach pigmnt epith,1202.35,17,35.29
60784,"Impotence, organic orign",1201.82,22,27.27
25072,DMII circ uncntrld,1198.05,113,27.43
27953,Ac on chrn grft-vs-host,1198.0,35,37.14
6825,Cellulitis of buttock,1196.25,80,42.5
55012,Bilat ing hernia w obst,1195.33,30,26.67
36227,"Retinoph prematr,stage 5",1193.33,12,50.0
99690,Comp reattach extrem NOS,1190.97,31,35.48
55102,Bilat fem hern w gang,1185.0,42,47.62
28731,Immune thrombocyt purpra,1184.0,65,33.85
41407,Cor ath bps graft tp hrt,1183.57,28,32.14
27906,Common variabl immunodef,1181.82,11,27.27
07054,Chrnc hpt C wo hpat coma,1176.5,20,25.0
78060,Fever NOS,1175.91,308,42.86
1573,Mal neo pancreatic duct,1174.83,58,36.21
5289,Oral soft tissue dis NEC,1172.0,10,10.0
69513,Stevens-Johnson syndrome,1171.54,13,53.85
57421,Cholelithias NOS w obstr,1170.4,25,16.0
95892,Trauma comp synd low ext,1167.65,17,41.18
25012,DMII ketoacd uncontrold,1167.56,119,43.7
92401,Contusion of hip,1167.06,34,44.12
27900,Hypogammaglobulinem NOS,1163.2,25,40.0
55091,Recur unilat inguin hern,1160.0,40,27.5
73672,Acq equinus deformity,1159.5,20,35.0
2154,Ben neo soft tis thorax,1159.09,22,18.18
2116,Benign neoplasm pancreas,1155.0,22,31.82
226,Benign neoplasm thyroid,1154.35,23,47.83
48249,Staph pneumonia NEC,1150.73,41,34.15
39891,Rheumatic heart failure,1148.27,346,40.17
78659,Chest pain NEC,1146.32,2687,39.49
V1351,Hx pathological fracture,1143.75,16,37.5
53501,Acute gastritis w hmrhg,1143.62,58,34.48
1511,Malignant neo pylorus,1142.0,20,45.0
29623,Depress psychosis-severe,1141.33,128,35.94
53491,Gastrojejun ulc NOS-obst,1141.0,10,30.0
99600,Malfunc card dev/grf NOS,1140.48,21,33.33
2143,Lipoma intra-abdominal,1140.0,25,48.0
4219,Ac/subac endocardit NOS,1139.23,13,38.46
29560,Schizophr dis resid NOS,1136.38,47,27.66
7100,Syst lupus erythematosus,1132.93,82,37.8
9221,Contusion of chest wall,1131.43,42,40.48
4555,Ext hemrrhoid w comp NEC,1127.57,37,35.14
2800,Chr blood loss anemia,1126.34,331,41.39
53081,Esophageal reflux,1125.24,378,41.53
3369,Spinal cord disease NOS,1120.56,18,50.0
68100,"Cellulitis, finger NOS",1117.61,88,34.09
9999,Complic med care NEC/NOS,1116.15,13,61.54
2112,Benign neoplasm sm bowel,1115.0,28,32.14
1921,Mal neo cerebral mening,1114.67,15,33.33
07020,Hpt B acte coma wo dlta,1112.22,18,50.0
99699,Compl reattach part NEC,1108.62,29,41.38
99655,Comp-artificial skin grf,1106.67,21,33.33
33819,Acute pain NEC,1106.25,64,37.5
71691,Arthropathy NOS-shlder,1106.0,55,40.0
4267,Anomalous av excitation,1097.36,72,36.11
81601,"Fx mid/prx phal, hand-cl",1095.83,12,33.33
92400,Contusion of thigh,1094.19,31,58.06
80500,Fx cervical vert NOS-cl,1093.75,16,37.5
99653,Lens prosthesis malfunc,1093.33,24,25.0
4830,Pneu mycplsm pneumoniae,1092.63,38,50.0
56210,Dvrtclo colon w/o hmrhg,1092.06,247,40.89
73393,Stress fx tibia/fibula,1091.33,15,40.0
73310,Path fx unspecified site,1090.42,24,20.83
19881,Second malig neo breast,1088.0,25,32.0
61800,Vaginal wall prolpse NOS,1086.0,15,60.0
